eta_delta_drift,delta0,sigma,pi_reward,alpha,mu_membership_reward,n_seeds,regime_majority,n_collapse,n_capture,n_mixed,n_quiet,median_fund_prevalence,median_exit_rate,median_top5_share,median_max_punish,median_enforcer_punish_share,median_final_delta
0.3,0.2,0.25,0.05,0.0,0.0,30,QUIET,0,0,0,30,0.0,0.0671428571428571,0.6583487215028156,0.04999999999999995,0.6844477654961526,0.2
0.3,0.2,0.25,0.25,0.0,0.0,30,MIXED,0,0,30,0,0.0828571428571428,0.0,0.7818291935520376,0.16570598006644516,0.9808516328248673,1.0
0.3,0.2,0.25,0.5,0.0,0.0,30,MIXED,0,0,30,0,0.1,0.0,0.7019454232228117,0.2,0.9837864707979027,1.0
0.3,0.2,0.75,0.05,0.0,0.0,30,MIXED,0,0,30,0,0.0828571428571428,0.0,0.7818221317227558,0.1657142857142857,0.982088762685279,1.0
0.3,0.2,0.75,0.25,0.0,0.0,30,MIXED,0,0,30,0,0.11015554645927135,0.0,0.6726648938032918,0.1885714285714285,0.9814579738430569,1.0
0.3,0.2,0.75,0.5,0.0,0.0,30,MIXED,0,0,30,0,0.10999999999999996,0.0,0.6707616485183501,0.1885714285714285,0.9818827634360285,1.0
0.3,0.2,0.95,0.05,0.0,0.0,30,MIXED,0,0,30,0,0.0806916426512968,0.0028571428571428,0.7470781593823301,0.151863711001642,0.9814826033229578,1.0
0.3,0.2,0.95,0.25,0.0,0.0,30,MIXED,0,0,30,0,0.1060171919770773,0.0028571428571428,0.686161685153037,0.1618883415435139,0.9805233257789706,1.0
0.3,0.2,0.95,0.5,0.0,0.0,30,MIXED,0,0,30,0,0.1085714285714285,0.0028571428571428,0.6888288737470476,0.163323782234957,0.9800063621992987,1.0
0.3,0.3,0.25,0.05,0.0,0.0,30,QUIET,0,0,0,30,0.0,0.0557142857142857,0.6522184792574508,0.04999999999999995,0.6927244614094263,0.3
0.3,0.3,0.25,0.25,0.0,0.0,30,MIXED,0,0,30,0,0.0828571428571428,0.0,0.7791745112226982,0.16595169873106835,0.9808516328248673,1.0
0.3,0.3,0.25,0.5,0.0,0.0,30,MIXED,0,0,30,0,0.1,0.0,0.7027157921178447,0.2,0.9837864707979027,1.0
0.3,0.3,0.75,0.05,0.0,0.0,30,MIXED,0,0,30,0,0.0828571428571428,0.0,0.7818221317227558,0.1657142857142857,0.9820400716678562,1.0
0.3,0.3,0.75,0.25,0.0,0.0,30,MIXED,0,0,30,0,0.11015554645927135,0.0,0.6721713208696489,0.1885714285714285,0.9814579738430569,1.0
0.3,0.3,0.75,0.5,0.0,0.0,30,MIXED,0,0,30,0,0.1085714285714285,0.0,0.6707616485183501,0.1885714285714285,0.9819003963939201,1.0
0.3,0.3,0.95,0.05,0.0,0.0,30,MIXED,0,0,30,0,0.0806916426512968,0.0028571428571428,0.7493080843316376,0.1525183013680479,0.9817223516554394,1.0
